id_venda,cliente_id,codFilial,nm_filial,cidade_filial,estado_filial,dt_venda,categoria_prod,subcategoria,produto,qtd,vl_unit,vl_total,total_sem_desconto,forma_pgto,canal_venda,flag_campanha,status_venda
169,339,CTR,Centro,"São Paulo",SP,2025-01-15,Mercearia,Grãos,"Barra de cereal",4,4.00,16.00,16.00,Debito,"Loja física",1,PAGO
170,97,CTR,Centro,"São Paulo",SP,2024-07-11,Papelaria,Nao_Informado,"Caneta preta",5,7.50,37.50,37.50,Credito,Site,0,PAGO
171,507,CTR,Centro,"São Paulo",SP,2024-07-16,Bebidas,Água,"Chá gelado 1L",3,12.00,36.00,36.00,Credito,APP,0,PAGO
172,535,CTR,Centro,"São Paulo",SP,2024-10-13,Higiene,Oral,"Creme dental",5,14.00,70.00,70.00,Credito,APP,0,CANCELADO
173,80,CTR,Centro,"São Paulo",SP,2024-05-30,Papelaria,Canetas,"Mochila escolar",4,15.00,60.00,60.00,Debito,"Loja física",0,PAGO
174,535,NRT,Norte,Belém,PA,2025-01-21,Papelaria,Cadernos,"Mochila escolar",8,7.50,60.00,60.00,Credito,APP,1,PAGO
175,446,SL,Sul,"Porto Alegre",RS,2025-05-16,Bebidas,Sucos,"Refrigerante cola 2L",3,9.00,27.00,27.00,Debito,APP,0,PAGO
176,10,CTR,Centro,"São Paulo",SP,2024-07-14,Mercearia,Nao_Informado,"Feijão 1kg",5,6.00,0.00,30.00,Credito,Site,0,PAGO
177,491,NRT,Norte,Belém,PA,2024-01-14,Higiene,Banho,"Creme dental",3,4.00,12.00,12.00,Dinheiro,Nao_Informado,0,PAGO
178,559,CTR,Centro,"São Paulo",SP,2025-05-17,Papelaria,Cadernos,"Caneta azul",1,25.00,25.00,25.00,Dinheiro,APP,0,PAGO
179,100,CTR,Centro,"São Paulo",SP,2024-05-02,Bebidas,Sucos,"Refrigerante cola 2L",3,7.00,21.00,21.00,Debito,Site,0,PAGO
180,198,CTR,Centro,"São Paulo",SP,2025-02-16,Mercearia,Snacks,"Macarrão 500g",2,12.00,24.00,24.00,Dinheiro,Nao_Informado,1,PAGO
181,478,CTR,Centro,"São Paulo",SP,2024-01-04,Papelaria,Nao_Informado,"Caneta preta",1,5.00,5.00,5.00,Credito,APP,0,PAGO
182,384,NRT,Norte,Belém,PA,2024-01-21,Higiene,Banho,"Shampoo 300ml",3,7.00,21.00,21.00,Credito,"Loja física",0,PAGO
183,193,CTR,Centro,"São Paulo",SP,2024-07-01,Bebidas,Sucos,"Suco de laranja 1L",3,7.00,21.00,21.00,Debito,Site,0,PAGO
184,35,NRT,Norte,Belém,PA,2024-10-26,Higiene,Cabelo,"Shampoo 300ml",4,11.00,44.00,44.00,Credito,APP,0,PAGO
185,526,NRT,Norte,Belém,PA,2025-05-30,Mercearia,Snacks,"Arroz 5kg",4,8.00,32.00,32.00,Dinheiro,APP,0,PAGO
186,35,CTR,Centro,"São Paulo",SP,2024-11-26,Bebidas,Refrigerantes,"Água mineral 500ml",1,5.00,5.00,5.00,Dinheiro,"Loja física",0,CANCELADO
187,307,CTR,Centro,"São Paulo",SP,2024-11-09,Higiene,Nao_Informado,"Desodorante aerosol",4,14.00,56.00,56.00,Credito,Site,0,PAGO
188,520,CTR,Centro,"São Paulo",SP,2024-11-03,Papelaria,"Material artístico","Caneta preta",3,25.00,75.00,75.00,Debito,APP,0,CANCELADO
189,120,CTR,Centro,"São Paulo",SP,2024-12-05,Bebidas,Refrigerantes,"Refrigerante cola 2L",3,5.00,15.00,15.00,Credito,Nao_Informado,0,PAGO
190,242,SL,Sul,"Porto Alegre",RS,2024-07-24,Mercearia,Nao_Informado,"Macarrão 500g",2,6.00,12.00,12.00,Credito,"Loja física",0,PAGO
191,484,CTR,Centro,"São Paulo",SP,2024-04-12,Higiene,Nao_Informado,"Shampoo 300ml",1,14.00,14.00,14.00,Credito,Nao_Informado,0,CANCELADO
192,686,CTR,Centro,"São Paulo",SP,2025-03-10,Papelaria,Canetas,"Mochila escolar",3,7.50,22.50,22.50,Credito,Nao_Informado,1,PAGO
193,96,CTR,Centro,"São Paulo",SP,2024-05-21,Bebidas,Nao_Informado,"Suco de laranja 1L",4,5.00,20.00,20.00,Debito,"Loja física",0,NAO_INFORMADO
194,109,CTR,Centro,"São Paulo",SP,2025-03-07,Papelaria,Cadernos,"Caneta azul",7,5.00,35.00,35.00,Credito,APP,1,PAGO
195,687,NRT,Norte,Belém,PA,2025-06-03,Higiene,Nao_Informado,"Sabonete em barra",3,14.00,42.00,42.00,Debito,Nao_Informado,0,PAGO
196,100,SL,Sul,"Porto Alegre",RS,2024-04-01,Higiene,Nao_Informado,"Desodorante aerosol",1,7.00,0.00,0.00,Dinheiro,Site,0,PAGO
197,502,NRT,Norte,Belém,PA,2025-04-10,Higiene,Oral,"Sabonete em barra",5,11.00,55.00,55.00,Credito,"Loja física",0,PAGO
198,652,CTR,Centro,"São Paulo",SP,2024-10-27,Papelaria,Nao_Informado,"Caderno 10 matérias",3,5.00,15.00,15.00,Credito,"Loja física",0,PAGO
199,470,NRT,Norte,Belém,PA,2024-05-28,Mercearia,Nao_Informado,"Barra de cereal",4,4.00,16.00,16.00,Credito,"Loja física",0,PAGO
200,411,CTR,Centro,"São Paulo",SP,2024-03-21,Papelaria,Canetas,"Lápis de cor",3,5.00,15.00,15.00,Credito,APP,0,PAGO
201,54,NRT,Norte,Belém,PA,2024-11-06,Bebidas,Nao_Informado,"Chá gelado 1L",2,9.00,18.00,18.00,Credito,Site,0,PAGO
202,417,SL,Sul,"Porto Alegre",RS,2025-02-12,Papelaria,"Material artístico","Lápis de cor",3,10.00,30.00,30.00,Dinheiro,Site,1,PAGO
203,746,NRT,Norte,Belém,PA,2024-01-19,Higiene,Nao_Informado,"Desodorante aerosol",5,11.00,55.00,55.00,Debito,"Loja física",0,PAGO
204,392,SL,Sul,"Porto Alegre",RS,2024-12-20,Mercearia,Nao_Informado,"Arroz 5kg",4,8.00,32.00,32.00,Debito,"Loja física",0,PAGO
205,312,CTR,Centro,"São Paulo",SP,2024-12-19,Bebidas,Água,"Chá gelado 1L",4,3.00,12.00,12.00,Debito,Site,0,PAGO
206,681,NRT,Norte,Belém,PA,2024-01-24,Higiene,Nao_Informado,"Shampoo 300ml",4,4.00,16.00,16.00,Credito,Site,0,CANCELADO
207,614,CTR,Centro,"São Paulo",SP,2024-05-22,Bebidas,Água,"Refrigerante cola 2L",3,12.00,36.00,36.00,Debito,Nao_Informado,0,PAGO
208,4,CTR,Centro,"São Paulo",SP,2025-04-05,Bebidas,Nao_Informado,"Suco de laranja 1L",1,9.00,9.00,9.00,Debito,Nao_Informado,0,PAGO
209,495,CTR,Centro,"São Paulo",SP,2024-08-17,Higiene,Banho,"Creme dental",5,7.00,35.00,35.00,Dinheiro,"Loja física",0,PAGO
210,135,CTR,Centro,"São Paulo",SP,2024-08-22,Bebidas,Sucos,"Suco de laranja 1L",4,5.00,20.00,20.00,Credito,APP,0,PAGO
211,182,NRT,Norte,Belém,PA,2024-09-07,Higiene,Nao_Informado,"Sabonete em barra",5,11.00,55.00,55.00,Credito,Nao_Informado,0,NAO_INFORMADO
212,533,NRT,Norte,Belém,PA,2024-01-08,Higiene,Nao_Informado,"Sabonete em barra",4,11.00,44.00,44.00,Dinheiro,"Loja física",0,PAGO
213,36,CTR,Centro,"São Paulo",SP,2024-03-02,Bebidas,Nao_Informado,"Chá gelado 1L",4,3.00,12.00,12.00,Debito,"Loja física",0,PAGO
214,495,NRT,Norte,Belém,PA,2024-04-17,Bebidas,Refrigerantes,"Água mineral 500ml",1,9.00,9.00,9.00,Credito,Site,0,PAGO
215,282,CTR,Centro,"São Paulo",SP,2024-10-31,Papelaria,Canetas,"Caderno universitário",5,10.00,0.00,0.00,Debito,Site,0,PAGO
216,201,CTR,Centro,"São Paulo",SP,2024-06-11,Mercearia,Grãos,"Arroz 5kg",5,8.00,40.00,40.00,Credito,"Loja física",0,PAGO
217,407,CTR,Centro,"São Paulo",SP,2024-05-31,Higiene,Nao_Informado,"Shampoo 300ml",3,7.00,21.00,21.00,Debito,Site,0,CANCELADO
218,496,NRT,Norte,Belém,PA,2025-05-11,Higiene,Banho,"Sabonete em barra",3,7.00,21.00,21.00,Credito,"Loja física",0,PAGO
219,433,NRT,Norte,Belém,PA,2024-04-26,Mercearia,Snacks,"Macarrão 500g",4,4.00,16.00,16.00,Credito,"Loja física",0,PAGO
220,173,CTR,Centro,"São Paulo",SP,2024-04-26,Higiene,Cabelo,"Sabonete em barra",5,11.00,55.00,55.00,Credito,"Loja física",0,PAGO
221,365,CTR,Centro,"São Paulo",SP,2024-03-03,Higiene,Banho,"Sabonete em barra",3,4.00,12.00,12.00,Credito,Nao_Informado,0,PAGO
222,441,CTR,Centro,"São Paulo",SP,2024-08-08,Papelaria,Nao_Informado,"Caneta preta",2,25.00,50.00,50.00,Debito,"Loja física",0,PAGO
223,527,CTR,Centro,"São Paulo",SP,2024-10-04,Bebidas,Água,"Água mineral 500ml",5,5.00,25.00,25.00,Debito,Site,0,PAGO
224,347,CTR,Centro,"São Paulo",SP,2024-07-05,Higiene,Cabelo,"Shampoo 300ml",1,14.00,14.00,14.00,Debito,Site,0,PAGO
225,315,CTR,Centro,"São Paulo",SP,2024-07-06,Bebidas,Água,"Chá gelado 1L",1,7.00,7.00,7.00,Dinheiro,APP,0,PAGO
226,161,NRT,Norte,Belém,PA,2025-02-09,Papelaria,Nao_Informado,"Caneta preta",7,25.00,175.00,175.00,Credito,APP,1,PAGO
227,727,CTR,Centro,"São Paulo",SP,2024-11-06,Higiene,Oral,"Desodorante aerosol",5,14.00,70.00,70.00,Debito,"Loja física",0,PAGO
228,722,SL,Sul,"Porto Alegre",RS,2024-05-23,Mercearia,Grãos,"Feijão 1kg",3,8.00,0.00,24.00,Debito,Site,0,PAGO
229,281,NRT,Norte,Belém,PA,2024-07-23,Papelaria,Cadernos,"Caderno universitário",2,10.00,20.00,20.00,Debito,Nao_Informado,0,PAGO
230,287,NRT,Norte,Belém,PA,2025-02-03,Higiene,Banho,"Sabonete em barra",1,11.00,11.00,11.00,Credito,"Loja física",1,PAGO
231,156,CTR,Centro,"São Paulo",SP,2024-03-16,Mercearia,Nao_Informado,"Feijão 1kg",5,6.00,30.00,30.00,Credito,Site,0,PAGO
232,727,NRT,Norte,Belém,PA,2024-10-25,Bebidas,Nao_Informado,"Suco de laranja 1L",2,7.00,14.00,14.00,Credito,APP,0,NAO_INFORMADO
233,123,CTR,Centro,"São Paulo",SP,2024-09-22,Higiene,Nao_Informado,"Desodorante aerosol",4,4.00,16.00,16.00,Debito,Site,0,PAGO
234,552,SL,Sul,"Porto Alegre",RS,2024-02-02,Higiene,Oral,"Creme dental",1,4.00,4.00,4.00,Credito,APP,0,CANCELADO
235,196,CTR,Centro,"São Paulo",SP,2024-03-30,Papelaria,Nao_Informado,"Caneta preta",3,15.00,45.00,45.00,Dinheiro,APP,0,PAGO
236,710,NRT,Norte,Belém,PA,2024-07-05,Higiene,Banho,"Desodorante aerosol",5,11.00,0.00,0.00,Credito,"Loja física",0,PAGO
237,335,CTR,Centro,"São Paulo",SP,2024-06-03,Higiene,Cabelo,"Creme dental",5,7.00,35.00,35.00,Credito,APP,0,PAGO
238,221,NRT,Norte,Belém,PA,2024-02-10,Bebidas,Sucos,"Suco de laranja 1L",2,7.00,14.00,14.00,Credito,APP,0,PAGO
239,762,CTR,Centro,"São Paulo",SP,2024-04-16,Higiene,Banho,"Desodorante aerosol",4,14.00,56.00,56.00,Debito,"Loja física",0,NAO_INFORMADO
240,775,SL,Sul,"Porto Alegre",RS,2024-04-17,Papelaria,"Material artístico","Lápis de cor",5,10.00,50.00,50.00,Credito,APP,0,PAGO
241,12,CTR,Centro,"São Paulo",SP,2024-01-04,Higiene,Nao_Informado,"Desodorante aerosol",1,11.00,11.00,11.00,Credito,Nao_Informado,0,PAGO
242,12,NRT,Norte,Belém,PA,2024-03-27,Bebidas,Água,"Refrigerante cola 2L",2,5.00,10.00,10.00,Debito,APP,0,PAGO
243,201,CTR,Centro,"São Paulo",SP,2024-02-09,Bebidas,Nao_Informado,"Chá gelado 1L",2,9.00,18.00,18.00,Credito,APP,0,CANCELADO
244,414,NRT,Norte,Belém,PA,2024-04-22,Bebidas,Água,"Água mineral 500ml",1,3.00,3.00,3.00,Credito,APP,0,PAGO
245,103,NRT,Norte,Belém,PA,2025-01-21,Papelaria,Canetas,"Caderno 10 matérias",5,5.00,25.00,25.00,Debito,Nao_Informado,1,CANCELADO
246,105,CTR,Centro,"São Paulo",SP,2024-01-01,Bebidas,Nao_Informado,"Água mineral 500ml",5,3.00,15.00,15.00,Debito,APP,0,PAGO
247,762,SL,Sul,"Porto Alegre",RS,2024-05-12,Papelaria,Nao_Informado,"Caneta preta",3,25.00,75.00,75.00,Credito,Site,0,PAGO
248,274,SL,Sul,"Porto Alegre",RS,2025-04-18,Mercearia,Snacks,"Biscoito recheado",3,6.00,18.00,18.00,Credito,Nao_Informado,0,PAGO
249,244,SL,Sul,"Porto Alegre",RS,2024-07-21,Mercearia,Nao_Informado,"Feijão 1kg",1,18.00,18.00,18.00,Credito,Nao_Informado,0,NAO_INFORMADO
250,287,NRT,Norte,Belém,PA,2025-04-09,Bebidas,Água,"Suco de laranja 1L",3,7.00,21.00,21.00,Debito,Nao_Informado,0,PAGO
251,290,NRT,Norte,Belém,PA,2024-12-16,Papelaria,Nao_Informado,"Caderno universitário",1,7.50,7.50,7.50,Credito,Site,0,CANCELADO
252,401,CTR,Centro,"São Paulo",SP,2024-11-10,Mercearia,Nao_Informado,"Barra de cereal",2,6.00,12.00,12.00,Credito,APP,0,PAGO
253,433,NRT,Norte,Belém,PA,2024-01-25,Bebidas,Nao_Informado,"Suco de laranja 1L",5,5.00,25.00,25.00,Credito,APP,0,PAGO
254,773,SL,Sul,"Porto Alegre",RS,2024-05-31,Higiene,Nao_Informado,"Desodorante aerosol",4,14.00,56.00,56.00,Credito,"Loja física",0,PAGO
255,69,CTR,Centro,"São Paulo",SP,2024-11-15,Papelaria,"Material artístico","Caderno universitário",2,15.00,30.00,30.00,Credito,Nao_Informado,0,PAGO
256,232,CTR,Centro,"São Paulo",SP,2025-02-04,Bebidas,Sucos,"Chá gelado 1L",1,12.00,12.00,12.00,Debito,APP,1,PAGO
257,106,CTR,Centro,"São Paulo",SP,2024-12-01,Higiene,Cabelo,"Desodorante aerosol",3,4.00,12.00,12.00,Credito,"Loja física",0,PAGO
258,695,SL,Sul,"Porto Alegre",RS,2024-10-05,Papelaria,Nao_Informado,"Caneta preta",4,25.00,100.00,100.00,Debito,Site,0,PAGO
259,372,SL,Sul,"Porto Alegre",RS,2024-03-31,Mercearia,Nao_Informado,"Biscoito recheado",4,4.00,16.00,16.00,Credito,Site,0,PAGO
260,595,CTR,Centro,"São Paulo",SP,2024-12-02,Papelaria,Cadernos,"Lápis de cor",4,7.50,30.00,30.00,Debito,Site,0,NAO_INFORMADO
261,532,NRT,Norte,Belém,PA,2025-05-14,Higiene,Banho,"Sabonete em barra",5,4.00,20.00,20.00,Credito,Site,0,PAGO
262,663,SL,Sul,"Porto Alegre",RS,2025-03-07,Higiene,Nao_Informado,"Sabonete em barra",4,14.00,56.00,56.00,Debito,APP,1,PAGO
263,328,CTR,Centro,"São Paulo",SP,2024-12-02,Bebidas,Água,"Água mineral 500ml",3,5.00,15.00,15.00,Credito,Nao_Informado,0,NAO_INFORMADO
264,561,NRT,Norte,Belém,PA,2024-09-26,Bebidas,Nao_Informado,"Água mineral 500ml",2,9.00,18.00,18.00,Debito,APP,0,CANCELADO
265,637,SL,Sul,"Porto Alegre",RS,2024-04-13,Higiene,Cabelo,"Desodorante aerosol",2,11.00,22.00,22.00,Credito,Nao_Informado,0,PAGO
266,519,CTR,Centro,"São Paulo",SP,2024-06-21,Bebidas,Nao_Informado,"Suco de laranja 1L",4,12.00,48.00,48.00,Credito,Nao_Informado,0,PAGO
267,97,CTR,Centro,"São Paulo",SP,2024-12-14,Bebidas,Nao_Informado,"Refrigerante cola 2L",3,5.00,15.00,15.00,Debito,APP,0,NAO_INFORMADO
268,173,CTR,Centro,"São Paulo",SP,2024-01-27,Mercearia,Nao_Informado,"Arroz 5kg",2,4.00,8.00,8.00,Debito,Nao_Informado,0,PAGO
269,643,CTR,Centro,"São Paulo",SP,2024-07-15,Higiene,Oral,"Creme dental",3,14.00,42.00,42.00,Credito,Site,0,PAGO
270,453,CTR,Centro,"São Paulo",SP,2024-05-17,Mercearia,Massas,"Barra de cereal",4,18.00,72.00,72.00,Debito,APP,0,PAGO
271,634,CTR,Centro,"São Paulo",SP,2024-08-17,Higiene,Nao_Informado,"Desodorante aerosol",1,7.00,0.00,7.00,Dinheiro,"Loja física",0,PAGO
272,706,CTR,Centro,"São Paulo",SP,2024-05-31,Bebidas,Refrigerantes,"Chá gelado 1L",4,5.00,20.00,20.00,Debito,Site,0,PAGO
273,782,CTR,Centro,"São Paulo",SP,2024-11-07,Mercearia,Nao_Informado,"Barra de cereal",3,4.00,12.00,12.00,Credito,"Loja física",0,PAGO
274,616,NRT,Norte,Belém,PA,2024-04-01,Mercearia,Massas,"Biscoito recheado",1,8.00,8.00,8.00,Debito,Nao_Informado,0,PAGO
275,364,CTR,Centro,"São Paulo",SP,2025-04-30,Mercearia,Nao_Informado,"Feijão 1kg",4,4.00,16.00,16.00,Credito,Site,0,PAGO
276,621,CTR,Centro,"São Paulo",SP,2024-12-13,Papelaria,Nao_Informado,"Caderno 10 matérias",3,5.00,15.00,15.00,Debito,"Loja física",0,PAGO
277,72,CTR,Centro,"São Paulo",SP,2024-11-09,Mercearia,Grãos,"Barra de cereal",4,6.00,24.00,24.00,Credito,APP,0,PAGO
278,658,SL,Sul,"Porto Alegre",RS,2024-06-30,Mercearia,Nao_Informado,"Macarrão 500g",5,4.00,20.00,20.00,Credito,Site,0,PAGO
279,198,CTR,Centro,"São Paulo",SP,2024-07-03,Mercearia,Nao_Informado,"Feijão 1kg",4,18.00,72.00,72.00,Credito,"Loja física",0,PAGO
280,414,CTR,Centro,"São Paulo",SP,2024-05-24,Papelaria,Mochilas,"Caderno 10 matérias",4,25.00,100.00,100.00,Dinheiro,Site,0,PAGO
281,290,NRT,Norte,Belém,PA,2024-06-13,Mercearia,Nao_Informado,"Arroz 5kg",3,12.00,36.00,36.00,Debito,"Loja física",0,PAGO
282,713,NRT,Norte,Belém,PA,2024-12-16,Papelaria,Nao_Informado,"Caderno 10 matérias",2,5.00,10.00,10.00,Debito,APP,0,PAGO
283,193,CTR,Centro,"São Paulo",SP,2024-02-19,Bebidas,Nao_Informado,"Refrigerante cola 2L",4,12.00,48.00,48.00,Credito,"Loja física",0,PAGO
284,209,SL,Sul,"Porto Alegre",RS,2024-07-09,Higiene,Cabelo,"Sabonete em barra",1,14.00,14.00,14.00,Credito,"Loja física",0,PAGO
285,247,SL,Sul,"Porto Alegre",RS,2024-12-04,Higiene,Banho,"Shampoo 300ml",2,7.00,14.00,14.00,Debito,Site,0,CANCELADO
286,762,CTR,Centro,"São Paulo",SP,2024-10-06,Bebidas,Sucos,"Chá gelado 1L",3,12.00,0.00,36.00,Credito,Nao_Informado,0,PAGO
287,501,CTR,Centro,"São Paulo",SP,2024-08-16,Papelaria,Canetas,"Mochila escolar",3,7.50,22.50,22.50,Dinheiro,Nao_Informado,0,PAGO
288,766,SL,Sul,"Porto Alegre",RS,2024-10-18,Mercearia,Massas,"Barra de cereal",4,6.00,24.00,24.00,Debito,Nao_Informado,0,PAGO
289,587,SL,Sul,"Porto Alegre",RS,2024-02-08,Mercearia,Nao_Informado,"Barra de cereal",3,12.00,36.00,36.00,Credito,APP,0,PAGO
290,257,CTR,Centro,"São Paulo",SP,2024-02-14,Mercearia,Snacks,"Biscoito recheado",2,4.00,8.00,8.00,Credito,"Loja física",0,PAGO
291,452,CTR,Centro,"São Paulo",SP,2024-07-18,Papelaria,Canetas,"Mochila escolar",5,10.00,50.00,50.00,Credito,"Loja física",0,PAGO
292,215,CTR,Centro,"São Paulo",SP,2024-07-08,Papelaria,Canetas,"Caderno 10 matérias",2,5.00,10.00,10.00,Debito,"Loja física",0,PAGO
293,488,CTR,Centro,"São Paulo",SP,2024-02-06,Higiene,Oral,"Desodorante aerosol",4,7.00,28.00,28.00,Credito,Nao_Informado,0,CANCELADO
294,294,CTR,Centro,"São Paulo",SP,2024-06-05,Mercearia,Nao_Informado,"Feijão 1kg",2,8.00,16.00,16.00,Credito,APP,0,PAGO
295,214,SL,Sul,"Porto Alegre",RS,2024-08-20,Higiene,Nao_Informado,"Desodorante aerosol",4,14.00,56.00,56.00,Credito,Site,0,PAGO
296,196,NRT,Norte,Belém,PA,2024-05-16,Mercearia,Nao_Informado,"Feijão 1kg",4,18.00,72.00,72.00,Credito,Site,0,PAGO
297,794,CTR,Centro,"São Paulo",SP,2025-04-26,Higiene,Banho,"Shampoo 300ml",2,11.00,22.00,22.00,Debito,Nao_Informado,0,CANCELADO
298,280,NRT,Norte,Belém,PA,2024-01-25,Mercearia,Nao_Informado,"Barra de cereal",2,6.00,12.00,12.00,Dinheiro,APP,0,PAGO
299,67,SL,Sul,"Porto Alegre",RS,2025-06-27,Papelaria,Cadernos,"Caderno 10 matérias",1,10.00,10.00,10.00,Credito,APP,0,PAGO
300,324,CTR,Centro,"São Paulo",SP,2024-08-06,Higiene,Nao_Informado,"Creme dental",2,11.00,22.00,22.00,Credito,APP,0,PAGO
301,644,SL,Sul,"Porto Alegre",RS,2025-06-29,Higiene,Oral,"Shampoo 300ml",1,7.00,7.00,7.00,Credito,APP,0,PAGO
302,372,CTR,Centro,"São Paulo",SP,2025-05-03,Higiene,Nao_Informado,"Shampoo 300ml",4,4.00,16.00,16.00,Debito,Site,0,NAO_INFORMADO
303,404,CTR,Centro,"São Paulo",SP,2024-03-17,Papelaria,Nao_Informado,"Caderno universitário",3,10.00,30.00,30.00,Credito,Site,0,NAO_INFORMADO
304,174,CTR,Centro,"São Paulo",SP,2025-05-21,Bebidas,Água,"Suco de laranja 1L",5,7.00,35.00,35.00,Credito,Nao_Informado,0,CANCELADO
305,444,NRT,Norte,Belém,PA,2024-02-23,Bebidas,Refrigerantes,"Água mineral 500ml",4,3.00,12.00,12.00,Debito,"Loja física",0,PAGO
306,37,CTR,Centro,"São Paulo",SP,2024-11-05,Bebidas,Nao_Informado,"Água mineral 500ml",3,12.00,36.00,36.00,Debito,Site,0,CANCELADO
307,461,CTR,Centro,"São Paulo",SP,2024-09-24,Papelaria,Nao_Informado,"Caneta azul",5,5.00,0.00,25.00,Credito,APP,0,PAGO
308,590,CTR,Centro,"São Paulo",SP,2024-03-07,Papelaria,Nao_Informado,"Caderno 10 matérias",3,25.00,75.00,75.00,Debito,Site,0,PAGO
309,592,CTR,Centro,"São Paulo",SP,2024-05-04,Mercearia,Massas,"Macarrão 500g",1,12.00,12.00,12.00,Credito,"Loja física",0,PAGO
310,386,CTR,Centro,"São Paulo",SP,2024-11-05,Mercearia,Nao_Informado,"Feijão 1kg",5,4.00,20.00,20.00,Credito,APP,0,PAGO
311,192,NRT,Norte,Belém,PA,2024-07-12,Bebidas,Sucos,"Suco de laranja 1L",4,12.00,48.00,48.00,Dinheiro,Site,0,PAGO
312,700,NRT,Norte,Belém,PA,2024-12-19,Bebidas,Água,"Suco de laranja 1L",1,3.00,3.00,3.00,Dinheiro,"Loja física",0,PAGO
313,522,CTR,Centro,"São Paulo",SP,2024-12-11,Papelaria,Mochilas,"Mochila escolar",3,25.00,75.00,75.00,Credito,Site,0,PAGO
314,560,NRT,Norte,Belém,PA,2025-05-06,Mercearia,Grãos,"Barra de cereal",2,4.00,8.00,8.00,Debito,Site,0,PAGO
315,282,NRT,Norte,Belém,PA,2024-01-13,Mercearia,Snacks,"Biscoito recheado",2,12.00,24.00,24.00,Dinheiro,APP,0,PAGO
316,278,CTR,Centro,"São Paulo",SP,2024-07-07,Bebidas,Sucos,"Refrigerante cola 2L",4,9.00,36.00,36.00,Debito,Site,0,PAGO
317,682,NRT,Norte,Belém,PA,2024-01-31,Bebidas,Refrigerantes,"Refrigerante cola 2L",3,9.00,27.00,27.00,Debito,Nao_Informado,0,PAGO
318,319,SL,Sul,"Porto Alegre",RS,2024-01-14,Higiene,Nao_Informado,"Sabonete em barra",5,7.00,35.00,35.00,Credito,APP,0,PAGO
319,215,CTR,Centro,"São Paulo",SP,2024-06-16,Mercearia,Snacks,"Biscoito recheado",3,18.00,54.00,54.00,Dinheiro,APP,0,NAO_INFORMADO
320,685,NRT,Norte,Belém,PA,2024-08-22,Higiene,Nao_Informado,"Desodorante aerosol",1,11.00,11.00,11.00,Credito,Site,0,PAGO
321,696,NRT,Norte,Belém,PA,2024-02-04,Higiene,Nao_Informado,"Shampoo 300ml",3,7.00,21.00,21.00,Debito,APP,0,PAGO
322,280,CTR,Centro,"São Paulo",SP,2024-12-01,Bebidas,Nao_Informado,"Água mineral 500ml",5,12.00,60.00,60.00,Credito,"Loja física",0,PAGO
323,386,CTR,Centro,"São Paulo",SP,2024-07-18,Higiene,Banho,"Creme dental",3,7.00,21.00,21.00,Dinheiro,Nao_Informado,0,PAGO
324,455,CTR,Centro,"São Paulo",SP,2024-05-31,Bebidas,Refrigerantes,"Água mineral 500ml",4,7.00,28.00,28.00,Credito,APP,0,PAGO
325,378,CTR,Centro,"São Paulo",SP,2024-01-18,Mercearia,Snacks,"Biscoito recheado",5,4.00,20.00,20.00,Debito,APP,0,PAGO
326,36,NRT,Norte,Belém,PA,2024-02-05,Papelaria,Nao_Informado,"Lápis de cor",2,15.00,30.00,30.00,Credito,"Loja física",0,PAGO
327,84,CTR,Centro,"São Paulo",SP,2024-08-28,Higiene,Oral,"Sabonete em barra",4,14.00,56.00,56.00,Dinheiro,Nao_Informado,0,PAGO
328,268,SL,Sul,"Porto Alegre",RS,2024-04-01,Mercearia,Grãos,"Macarrão 500g",5,4.00,20.00,20.00,Credito,Nao_Informado,0,PAGO
329,328,SL,Sul,"Porto Alegre",RS,2024-08-26,Bebidas,Nao_Informado,"Chá gelado 1L",1,12.00,12.00,12.00,Dinheiro,Nao_Informado,0,PAGO
330,8,CTR,Centro,"São Paulo",SP,2024-07-23,Bebidas,Refrigerantes,"Água mineral 500ml",5,5.00,25.00,25.00,Credito,Site,0,PAGO
331,695,NRT,Norte,Belém,PA,2024-06-20,Mercearia,Snacks,"Feijão 1kg",4,4.00,16.00,16.00,Debito,Nao_Informado,0,PAGO
332,667,CTR,Centro,"São Paulo",SP,2024-02-12,Mercearia,Nao_Informado,"Feijão 1kg",2,18.00,36.00,36.00,Credito,APP,0,CANCELADO
333,186,CTR,Centro,"São Paulo",SP,2024-09-15,Bebidas,Sucos,"Chá gelado 1L",4,7.00,28.00,28.00,Credito,Nao_Informado,0,PAGO
334,590,NRT,Norte,Belém,PA,2024-10-19,Papelaria,Cadernos,"Caderno 10 matérias",5,5.00,25.00,25.00,Credito,Site,0,PAGO
335,434,CTR,Centro,"São Paulo",SP,2024-06-12,Bebidas,Refrigerantes,"Água mineral 500ml",4,3.00,12.00,12.00,Credito,Site,0,PAGO
336,24,CTR,Centro,"São Paulo",SP,2024-07-28,Higiene,Cabelo,"Sabonete em barra",1,4.00,4.00,4.00,Debito,Site,0,PAGO
337,408,CTR,Centro,"São Paulo",SP,2025-05-06,Higiene,Banho,"Sabonete em barra",4,14.00,56.00,56.00,Credito,"Loja física",0,PAGO
338,274,NRT,Norte,Belém,PA,2024-10-14,Papelaria,Nao_Informado,"Caneta azul",2,7.50,15.00,15.00,Dinheiro,"Loja física",0,CANCELADO
